document,class_name,class_index,dataset_type
path planning environment learning mobile robot system,1,0,train
practical method statistical database,0,1,train
compute unified device architecture,2,2,train
probabilistic rank query uncertain database,0,1,train
incremental learn feature extraction filter similar pattern classification,1,0,train
incremental view maintenance,0,1,train
model concept recognition aspect learn,1,0,train
line classification base selectivity estimation,0,1,train
distributed autonomous xml message processing,0,1,train
active feature acquisition,3,3,train
incorporate user provide constraint document cluster,3,3,train
large scale learning,1,0,train
pixel super resolution detector layout domain,2,2,train
generalize grid file description performance aspect,0,1,train
methodology combine classifier word recognition,2,2,train
load datum stream manager,0,1,train
sensitivity analysis study,1,0,train
practical adaptation change resource grid query processing,0,1,train
specification store datum structure output result,0,1,train
fast discriminative visual randomized clustering forest,1,0,train
base high order graph matching,2,2,train
learn consumer photo category semantic retrieval,1,0,train
derive relation unify mechanism view distribute datum,0,1,train
real time periodic motion detection analysis application,2,2,train
wavelet domain local binary pattern feature identification,2,2,train
parallel density base cluster complex object,3,3,train
system manage distribute heterogeneous autonomous database,0,1,train
match data project,0,1,train
compare prediction accuracy neural network statistical model cancer,1,0,train
enhance high order markov model,1,0,train
fully unsupervised discovery concept specific relationship web mining,1,0,train
improve text classification performance threshold adjustment,1,0,train
learning video filter wavelet code,2,2,train
action space time shape difference image,2,2,train
extract static hand gesture dynamic context,2,2,train
articulate human body pose estimation single camera,2,2,train
estimate classifier learning experiment,1,0,train
variational method scene flow estimation stereo sequence,2,2,train
description logic ontology,1,0,train
hybrid algorithm adaptive complexity integer motion estimation,2,2,train
optimize similarity base visualization content base image retrieval,2,2,train
identify news video perspective pattern visual concept,2,2,train
robust semantic sketch base specific image retrieval,2,2,train
semantic data model security represent security semantic application,0,1,train
modeling application focus net,1,0,train
unified filtering combine collaborative filtering content base filter mixture model exponential model,0,1,train
population decode base model,1,0,train
active integrity constraint database maintenance,0,1,train
type noise datum concept learning,1,0,train
learn mixture model concept application,3,3,train
scalable predictive coding nested quantization layered side information,2,2,train
subspace segmentation approach maximum consensus subspace,2,2,train
intelligent database assistant,1,0,train
proceeding international conference principle knowledge representation reason,1,0,train
real time face tracking stereo active appearance model,2,2,train
smooth projective basis function network,1,0,train
international conference scientific statistical database management proceeding,0,1,train
top proof procedure default logic abduction,1,0,train
graphic art perspective conversion,2,2,train
indexing time evolve datum variable,0,1,train
analysis record video learning,2,2,train
cluster consumer photo base face recognition,2,2,train
computational structure generative relation language,1,0,train
model time efficient representation,0,1,train
explain diagnostic decision,1,0,train
top mining web access pattern web log,3,3,train
run time selection coordination mechanism multi system,1,0,train
